"PartNo","SupplierPartNo","Manufacturer","Model","StockLevel","Cost","RRP","Description","Image","Product Category"
"GN21-1602","24089-999-999","JABRA","Jabra Evolve2 40 USB-A MS Stereo *EOL*","0.00","70.47","123.00","","https://www.corpteluk.com/product/image/Medium/gn21-1602_0.jpeg","Corded Headsets"
"GN21-1603","24089-999-899","JABRA","Jabra Evolve2 40 USB-C MS Stereo *EOL*","0.00","70.47","123.00","","https://www.corpteluk.com/product/image/Medium/gn21-1603_0.png","Corded Headsets"
"GN21-1604","26599-899-999","JABRA","Jabra Evolve2 65 MS USB-A Mono Black (Without Stand)","704.00","118.02","206.00","","https://www.corpteluk.com/product/image/Medium/gn21-1604_0.jpeg","Wireless Headsets"
"GN21-1605","26599-899-899","JABRA","Jabra Evolve2 65 MS USB-C Mono Black (Without Stand)","8.00","118.02","206.00","","https://www.corpteluk.com/product/image/Medium/gn21-1605_0.jpeg","Wireless Headsets"
"GN21-1606","26599-899-989","JABRA","Jabra Evolve2 65 MS USB-A Mono Black (Including Stand)","7.00","141.51","247.00","","https://www.corpteluk.com/product/image/Medium/gn21-1606_0.jpeg","Wireless Headsets"
"GN21-1607","26599-899-889","JABRA","Jabra Evolve2 65 MS USB-C Mono Black (Including Stand)","0.00","141.51","247.00","","","Wireless Headsets"
"GN21-1608","26599-999-999","JABRA","Jabra Evolve2 65 MS USB-A Stereo Black (Without Stand)","2672.00","123.75","216.00","","","Headsets"
"GN21-1609","26599-999-899","JABRA","Jabra Evolve2 65 MS USB-C Stereo Black (Without Stand)","714.00","123.75","216.00","","https://www.corpteluk.com/product/image/Medium/gn21-1609_0.png","Wireless Headsets"
"GN21-1610","26599-999-989","JABRA","Jabra Evolve2 65 MS USB-A Stereo Black (Including Stand)","247.00","147.24","257.00","","https://www.corpteluk.com/product/image/Medium/gn21-1610_0.png","Wireless Headsets"
"GN21-1611","26599-999-889","JABRA","Jabra Evolve2 65 MS USB-C Stereo Black (Including Stand)","22.00","147.24","257.00","","","Wireless Headsets"
"GN21-1612","28599-999-999","JABRA","Jabra Evolve2 85 MS Stereo (USB-A) Black","62.00","253.80","443.00","","https://www.corpteluk.com/product/image/Medium/gn21-1612_0.png","Wireless Headsets"
"GN21-1613","28599-999-899","JABRA","Jabra Evolve2 85 MS Stereo (USB-C) Black","8.00","253.80","443.00","","","Wireless Headsets"
"GN21-1614","28599-999-989","JABRA","Jabra Evolve2 85 MS Stereo (USB- A) Black (Including Stand)","6.00","276.15","482.00","","","Wireless Headsets"
"GN21-1615","28599-999-889","JABRA","Jabra Evolve2 85 MS Stereo (USB- C) Black (Including Stand)","6.00","276.15","482.00","","https://www.corpteluk.com/product/image/Medium/gn21-1615_0.png","Wireless Headsets"
"GN21-1616","14208-24","JABRA","Jabra Link 380a MS USB-A BT Adapter","0.00","53.28","93.00","","","Headset Accessories"
"GN21-1617","14208-22","JABRA","Jabra Link 380c MS USB-C BT Adapter","0.00","53.28","93.00","","","Headset Accessories"
"GN21-1618","26599-899-998","JABRA","Jabra Evolve2 65 Link380a MS Mono Beige","0.00","107.14","187.00","","","Headsets"
"GN21-1619","26599-899-898","JABRA","Jabra Evolve2 65 Link380c MS Mono Beige","0.00","107.14","187.00","","","Headsets"
"GN21-1620","26599-899-988","JABRA","Jabra Evolve2 65 Link380a MS Mono Stand Beige","0.00","128.63","224.50","","","Headsets"
"GN21-1621","26599-899-888","JABRA","Jabra Evolve2 65 Link380c MS Mono Stand Beige","0.00","128.63","224.50","","","Headsets"
"GN21-1622","26599-999-998","JABRA","Jabra Evolve2 65 Link380a MS Stereo Beige","0.00","123.75","216.00","","","Headsets"
"GN21-1623","26599-999-898","JABRA","Jabra Evolve2 65 Link380c MS Stereo Beige","0.00","123.75","216.00","","","Headsets"
"GN21-1624","26599-999-988","JABRA","Jabra Evolve2 65 Link380a MS Stereo Stand Beige","0.00","134.06","234.00","","","Headsets"
"GN21-1625","26599-999-888","JABRA","Jabra Evolve2 65 Link380c MS Stereo Stand Beige","0.00","147.24","257.00","","","Headsets"
"GN21-1626","28599-999-998","JABRA","Jabra Evolve2 85 Link380a MS Stereo Beige","0.00","253.80","443.00","","","Headsets"
"GN21-1627","28599-999-898","JABRA","Jabra Evolve2 85 Link380c MS Stereo Beige","0.00","253.80","443.00","","","Headsets"
"GN21-1628","28599-999-988","JABRA","Jabra Evolve2 85 Link380a MS Stereo Stand Beige","0.00","263.26","459.50","","","Headsets"
"GN21-1629","28599-999-888","JABRA","Jabra Evolve2 85 Link380c MS Stereo Stand Beige","0.00","263.26","459.50","","","Headsets"
"GN21-1630","14101-77","JABRA","Jabra Ear Cushions for Evolve2 40/65 - Black 6pcs","0.00","43.54","76.00","","","Headset Accessories"
"GN21-1631","14101-78","JABRA","Jabra Ear Cushions for Evolve2 65 - Beige","1.00","43.54","76.00","","","Headset Accessories"
"GN21-1632","14101-79","JABRA","Jabra Evolve2 85 Ear Cushion - Black 1 Pair","0.00","15.47","27.00","","https://www.corpteluk.com/product/image/Medium/gn21-1632_0.jpeg","Headset Spares"
"GN21-1633","14101-80","JABRA","Jabra Evolve2 85 Ear Cushion - Beige 1 Pair","0.00","15.47","27.00","","","Headset Accessories"
"GN21-1634","14301-49","JABRA","Jabra Evolve2 40 Pouch - Black 10pcs","0.00","56.15","98.00","","","Headset Accessories"
"GN21-1635","14301-48","JABRA","Jabra Evolve2 65 Pouch - 10pcs","9.00","62.45","109.00","","https://www.corpteluk.com/product/image/Medium/gn21-1635_0.jpeg","Headset Accessories"
"GN21-1636","14301-50","JABRA","Jabra Evolve2 85 Carry Case - Black 1 Piece","0.00","21.77","38.00","","https://www.corpteluk.com/product/image/Medium/gn21-1636_0.jpeg","Headset Spares"
"GN21-1637","14301-51","JABRA","Jabra Evolve2 85 Carry Case - Beige 1 Piece","0.00","21.77","38.00","","","Headset Accessories"
"GN21-1638","14207-55","JABRA","Jabra Evolve2 65 Deskstand USB-A Black (Stand Only)","2.00","43.54","76.00","","","Headset Accessories"
"GN21-1639","14207-63","JABRA","Jabra Evolve2 65 Deskstand USB-C Black (Stand Only)","0.00","43.54","76.00","","","Headset Accessories"
"GN21-1640","14207-61","JABRA","Jabra Evolve2 65 Deskstand USB-A - Beige","0.00","43.54","76.00","","","Headset Accessories"
"GN21-1641","14207-62","JABRA","Jabra Evolve2 65 Deskstand USB-C - Beige","0.00","43.54","76.00","","","Headset Accessories"
"GN21-1642","14207-65","JABRA","Jabra Evolve2 85 Deskstand USB-A - Black","0.00","43.54","76.00","","","Headset Accessories"
"GN21-1643","14207-66","JABRA","Jabra Evolve2 85 Deskstand USB-C - Black","0.00","43.54","76.00","","","Headset Accessories"
"GN21-1644","14207-67","JABRA","Jabra Evolve2 85 Deskstand USB-A - Beige","0.00","43.54","76.00","","","Headset Accessories"
"GN21-1645","14207-68","JABRA","Jabra Evolve2 85 Deskstand USB-C - Beige","0.00","43.54","76.00","","","Headset Accessories"
"GN21-1646","14208-31","JABRA","Jabra Evolve2 USB Cable USB-A to USB-C - Black 1.2m","0.00","18.33","32.00","","","Headset Accessories"
"GN21-1647","14208-32","JABRA","Jabra Evolve2 USB Cable USB-C to USB-C - Black 1.2m","0.00","18.33","32.00","","","Headset Accessories"
"GN21-1648","14208-33","JABRA","Jabra Evolve2 USB Cable USB-A to USB-C - Beige 1.2m","0.00","18.33","32.00","","","Headset Accessories"
"GN21-1649","14208-34","JABRA","Jabra Evolve2 USB Cable USB-C to USB-C - Beige 1.2m","0.00","18.33","32.00","","","Headset Accessories"
"GN21-1650","24089-889-999","JABRA","Jabra Evolve2 40 USB-A UC Mono ","53.00","64.74","113.00","FEATURESConnectivityUSB-A Plug-and-play connectivity to your computerCertificationsLeading UC vendors AudioMicrophone3-microphone technology for outstanding call performanceNoise-isolating designInstant noise isolation for improved focus in noisy surroundings Software integrationAdditional features available via Jabra Xpress and Jabra DirectSpeakersPowerful 40mm speaker delivers richer sound for a more immersive audio experience Ease of useBusylight360Â° busylight on earcup is visible from all angles acting as a do-not-disturb sign and protecting your focusBoom arm mute and answer callMove boom arm up to mute or down to unmute or answer callSmart SensorMotion sensors detect when headset is not being worn and automatically enables LED notification promptsCall managementAnswer/reject calls; increase/decrease speaker volume; mute","https://www.corpteluk.com/product/image/small/gn21-1650_0.jpeg","Headset Accessories"
"GN21-1651","24089-889-899","JABRA","Jabra Evolve2 40 USB-C UC Mono","10.00","64.74","113.00","","","Headsets"
"GN21-1652","24089-989-999","JABRA","Jabra Evolve2 40 USB-A UC Stereo *EOL*","0.00","70.47","123.00","","https://www.corpteluk.com/product/image/Medium/gn21-1652_0.png","Corded Headsets"
"GN21-1653","24089-989-899","JABRA","Jabra Evolve2 40 USB-C UC Stereo *EOL*","0.00","70.47","123.00","","","Headsets"
"GN21-1654","26599-889-999","JABRA","Jabra Evolve2 65 UC USB-A Mono Black (Without Stand)","643.00","118.02","206.00","","https://www.corpteluk.com/product/image/Medium/gn21-1654_0.jpeg","Corded Headsets"
"GN21-1655","26599-889-899","JABRA","Jabra Evolve2 65 Link380c UC Mono Black","0.00","118.02","206.00","","","Headsets"
"GN21-1656","26599-889-989","JABRA","Jabra Evolve2 65 UC USB-A Mono Black (Including Stand)","36.00","141.51","247.00","","https://www.corpteluk.com/product/image/Medium/gn21-1656_0.jpeg","Wireless Headsets"
"GN21-1657","26599-889-889","JABRA","Jabra Evolve2 65 UC USB-C Mono Black (Including Stand)","0.00","141.51","247.00","","","Wireless Headsets"
"GN21-1658","26599-989-999","JABRA","Jabra Evolve2 65 UC USB-A Stereo Black (Without Stand) ","1165.00","123.75","216.00","","","Wireless Headsets"
"GN21-1659","26599-989-899","JABRA","Jabra Evolve2 65 UC USB-C Stereo Black (Without Stand)","75.00","123.75","216.00","","https://www.corpteluk.com/product/image/Medium/GN21-1659_Jabra%20Evolve2%2065%20UC%20Black%20Stereo%20Angled%20Busylight%20LB.jpg","Headsets"
"GN21-1660","26599-989-989","JABRA","Jabra Evolve2 65 UC USB-A Stereo Black (Including Stand)","63.00","147.24","257.00","","https://www.corpteluk.com/product/image/Medium/gn21-1660_0.png","Wireless Headsets"
"GN21-1661","26599-989-889","JABRA","Jabra Evolve2 65 UC USB-C Stereo Black (Including Stand)","12.00","147.24","257.00","","","Wireless Headsets"
"GN21-1662","28599-989-999","JABRA","Jabra Evolve2 85 Link380a UC Stereo Black","2.00","253.80","443.00","Jabra Evolve2 85 is engineered to keep you focused. Incredible noise isolation outstanding calls and industry-leading battery with 40mm leak-tolerant speakers for an audio experience like youâ€™ve never heard. Welcome to the new standard. Discrete hidden boom armFoldable boom arm offers the best of both worlds with amazing call quality in the office and on the go. Outstanding noise cancellationEnhanced memory foam padding and improved ANC offer superior noise isolation from the moment you put it on. 10-microphone call experienceExperience a whole new standard of calls on the go with 10 built in microphones. 40mm speakersPowerful leak-tolerant 40mm speakers give you rich high definition audio for your music and calls. Latest AAC codecExperience richer fuller and better sounding music with the latest AAC codec. Industry-leading battery lifeGet up to 37 hours of battery on a single charge with a headset thatâ€™s designed to help you power through the week.","","Headsets"
"GN21-1663","28599-989-899","JABRA","Jabra Evolve2 85 Link380c UC Stereo Black","0.00","253.80","443.00","Jabra Evolve2 85 is engineered to keep you focused. Incredible noise isolation outstanding calls and industry-leading battery with 40mm leak-tolerant speakers for an audio experience like youâ€™ve never heard. Welcome to the new standard.Discrete hidden boom armFoldable boom arm offers the best of both worlds with amazing call quality in the office and on the go. Outstanding noise cancellationEnhanced memory foam padding and improved ANC offer superior noise isolation from the moment you put it on. 10-microphone call experienceExperience a whole new standard of calls on the go with 10 built in microphones. 40mm speakersPowerful leak-tolerant 40mm speakers give you rich high definition audio for your music and calls. Latest AAC codecExperience richer fuller and better sounding music with the latest AAC codec. Industry-leading battery lifeGet up to 37 hours of battery on a single charge with a headset thatâ€™s designed to help you power through the week.","","Headsets"
"GN21-1664","28599-989-989","JABRA","Jabra Evolve2 85 Link380a UC Stereo Stand Black","0.00","276.15","482.00","","","Headsets"
"GN21-1665","28599-989-889","JABRA","Jabra Evolve2 85 Link380c UC Stereo Stand Black","0.00","276.15","482.00","","","Headsets"
"GN21-1666","14208-26","JABRA","Jabra Link 380a UC USB-A BT Adapter","1.00","53.28","93.00","","","Headset Accessories"
"GN21-1667","14208-25","JABRA","Jabra Link 380c UC USB-C BT Adapter","0.00","53.28","93.00","","","Headset Accessories"
"GN21-1668","26599-889-998","JABRA","Jabra Evolve2 65 Link380a UC Mono Beige","0.00","107.14","187.00","","","Headsets"
"GN21-1669","26599-889-898","JABRA","Jabra Evolve2 65 Link380c UC Mono Beige","0.00","107.14","187.00","","","Headsets"
"GN21-1670","26599-889-988","JABRA","Jabra Evolve2 65 Link380a UC Mono Stand Beige","0.00","128.63","224.50","","","Headsets"
"GN21-1671","26599-889-888","JABRA","Jabra Evolve2 65 Link380c UC Mono Stand Beige","0.00","128.63","224.50","","","Headsets"
"GN21-1672","26599-989-998","JABRA","Jabra Evolve2 65 Link380a UC Stereo Beige","0.00","123.75","216.00","","","Headsets"
"GN21-1673","26599-989-898","JABRA","Jabra Evolve2 65 Link380c UC Stereo Beige","0.00","123.75","216.00","","","Headsets"
"GN21-1674","26599-989-988","JABRA","Jabra Evolve2 65 Link380a UC Stereo Stand Beige","0.00","134.06","234.00","","","Headsets"
"GN21-1675","26599-989-888","JABRA","Jabra Evolve2 65 Link380c UC Stereo Stand Beige","0.00","134.06","234.00","","","Headsets"
"GN21-1676","28599-989-998","JABRA","Jabra Evolve2 85 Link380a UC Stereo Beige","0.00","253.80","443.00","","","Headsets"
"GN21-1677","28599-989-898","JABRA","Jabra Evolve2 85 Link380c UC Stereo Beige","0.00","256.93","443.00","","","Headsets"
"GN21-1678","28599-989-988","JABRA","Jabra Evolve2 85 Link380a UC Stereo Stand Beige","0.00","263.26","459.50","","","Headsets"
"GN21-1679","28599-989-888","JABRA","Jabra Evolve2 85 Link380c UC Stereo Stand Beige","0.00","263.26","459.50","","","Headsets"
"GN21-1680","14208-30","JABRA","Jabra USB Cable USB-A to Micro USB - 2m Long Black for Evolve Series","0.00","15.47","27.00","","","Headset Accessories"
"GN21-1681","14207-16","JABRA","Jabra Headset Hanger for PC","1.00","5.16","9.00","","","Headset Accessories"
"GN21-1682","14101-51","JABRA","Jabra BIZ 2400 Headband Cushion - 5 Pack","0.00","21.77","38.00","","","Headset Accessories"
"GN21-1684","14101-17","JABRA","Jabra BIZ 2400 Ear Gels For Ear Hooks 5 Pack","0.00","7.45","13.00","","","Headset Accessories"
"GN21-1690","23089-999-979 ","JABRA","Jabra Evolve2 30 USB-A MS Stereo ","188.00","52.71","92.00","","https://www.corpteluk.com/product/image/Medium/gn21-1690_0.jpeg","Corded Headsets"
"GN21-1691","23089-989-979 ","JABRA","Jabra Evolve2 30 USB-A UC Stereo *EOL*","0.00","52.71","92.00","","https://www.corpteluk.com/product/image/Medium/gn21-1691_0.jpeg","Corded Headsets"
"GN21-1692","23089-999-879 ","JABRA","Jabra Evolve2 30 USB-C MS Stereo ","0.00","52.71","92.00","","https://www.corpteluk.com/product/image/Medium/gn21-1692_0.jpeg","Corded Headsets"
"GN21-1693","23089-989-879 ","JABRA","Jabra Evolve2 30 USB-C UC Stereo ","0.00","52.71","92.00","","","Corded Headsets"
"GN21-1694","23089-899-979 ","JABRA","Jabra Evolve2 30 USB-A MS Mono ","0.00","46.98","82.00","","https://www.corpteluk.com/product/image/Medium/gn21-1694_0.jpeg","Corded Headsets"
"GN21-1695","23089-889-979 ","JABRA","Jabra Evolve2 30 USB-A UC Mono *EOL*","0.00","46.98","82.00","","https://www.corpteluk.com/product/image/Medium/gn21-1695_0.jpeg","Corded Headsets"
"GN21-1696","23089-899-879 ","JABRA","Jabra Evolve2 30 USB-C MS Mono ","0.00","46.98","82.00","","","Corded Headsets"
"GN21-1697","23089-889-879 ","JABRA","Jabra Evolve2 30 USB-C UC Mono ","0.00","46.98","82.00","","","Corded Headsets"
"GN21-1698","14301-52 ","JABRA","Jabra Evolve2 30 Pouch 10pcs Black","0.00","30.36","53.00","","","Headset Accessories"
"GN21-1699","14101-83","JABRA","Jabra Evolve2 30 Ear Cushions - Black 10 pcs","0.00","31.51","55.00","","","Headset Accessories"
"GN21-1700","8200-237","JABRA","Jabra PanaCast 50 Video Bar - Black","534.00","802.81","1101.00","","https://www.corpteluk.com/product/image/Medium/gn21-1700_0.jpeg","Video Conferencing"
"GN21-1701","8201-237","JABRA","Jabra PanaCast 50 Video Bar - Grey","0.00","802.81","1101.00","","","Video Conferencing"
"GN21-1702","8220-209","JABRA","Jabra PanaCast 50 Remote - Black","28.00","35.73","49.00","","https://www.corpteluk.com/product/image/Medium/gn21-1702_0.png","Video Conferencing"
"GN21-1703","8211-209","JABRA","Jabra PanaCast 50 Remote - Grey","6.00","35.73","49.00","","https://www.corpteluk.com/product/image/Medium/gn21-1703_0.jpeg","Video Conferencing"
"GN21-1704","14207-70","JABRA","Jabra PanaCast 50 Table Stand - Black","31.00","51.77","71.00","","https://www.corpteluk.com/product/image/Medium/gn21-1704_0.jpeg","Video Conferencing"
"GN21-1705","14207-75","JABRA","Jabra PanaCast 50 Table Stand - Grey","3.00","51.77","71.00","","https://www.corpteluk.com/product/image/Medium/gn21-1705_0.jpeg","Video Conferencing"
"GN21-1706","14207-71","JABRA","Jabra PanaCast 50 Wall Mount - Black","51.00","27.71","38.00","","https://www.corpteluk.com/product/image/Medium/gn21-1706_0.jpeg","Video Conferencing"
"GN21-1707","14207-76","JABRA","Jabra PanaCast 50 Wall Mount - Grey","1.00","27.71","38.00","","https://www.corpteluk.com/product/image/small/gn21-1707_0.jpeg","Video Conferencing"
"GN21-1708","14207-72","JABRA","Jabra PanaCast 50 Screen Mount VESA Compliant","12.00","51.77","71.00","","https://www.corpteluk.com/product/image/Medium/gn21-1708_0.jpeg","Video Conferencing"
"GN21-1709","14202-10","JABRA","Jabra PanaCast USB Cable USB 3.0 2m USB-C to USB-A","0.00","16.04","22.00","","","Video Conferencing"
"GN21-1710","14202-11","JABRA","Jabra PanaCast USB Cable USB 2.0 5m USB-C to USB-A","51.00","27.71","38.00","","","Video Conferencing"
"GN21-1711","8200-231","JABRA","Jabra PanaCast 50 Video Bar - Black EU Version","3.00","729.53","1000.50","","https://www.corpteluk.com/product/image/Medium/gn21-1700_0.jpeg","Video Conferencing"
"GN21-1712","8300-119","JABRA","Jabra PanaCast 20 4K Ultra HD Webcam","38.00","129.06","177.00","","https://www.corpteluk.com/product/image/Medium/gn21-1712_0.jpeg","Webcams"
